identifiant;metier;sexe;tranches d'âge;enfant_conduite_accompagne;usage_vehicule;type_vehicule;age_vehicule;type_conduite;date_demande;etat_dossier;formule;;;tranches d'âge;moyenne_tarif_devis
202200376;Déclarant En Douane;F;36-53;0;Commercial;Van;1;Highly Urban/ Urban;19/02/2022 23:44;Complet;Dev_Integral;;;;
202200377;Responsable Du Soutien Logistique Intégré;M;36-53;0;Commercial;Van;4;Highly Urban/ Urban;22/03/2022 17:53;Complet;Dev_Express;;;;
202200378;Technicien En Automatismes;M;36-53;0;Private;Sports Car;1;Highly Rural/ Rural;11/02/2022 19:49;Complet;Dev_Express;;;;
202200379;Garçon De Café;F;36-53;0;Private;Sports Car;0;Highly Urban/ Urban;23/04/2022 05:49;Complet;Dev_Express;;;;
202200380;Assistant En Ressources Humaines;F;36-53;0;Commercial;Pickup;19;Highly Urban/ Urban;08/05/2022 21:30;Complet;Dev_Integral;;;;
202200381;Officier De Gendarmerie;M;36-53;0;Commercial;Sports Car;10;Highly Urban/ Urban;13/02/2022 12:49;Complet;Dev_Integral;;;;
202200382;Géomètre-Topographe;F;36-53;0;Commercial;SUV;1;Highly Urban/ Urban;03/01/2022 09:08;Complet;Dev_Express;;;;
202200383;Éducateur Sportif Sportive;M;36-53;0;Private;Pickup;9;Highly Urban/ Urban;11/05/2022 12:25;Complet;Dev_Integral;;;;
202200384;Gestionnaire De Contrats Informatiques;F;36-53;0;Private;Minivan;9;Highly Urban/ Urban;21/03/2022 21:34;Complet;Dev_Express;;;;
202200385;Statisticien En Analyse Sensorielle;F;36-53;0;Private;Minivan;11;Highly Rural/ Rural;18/01/2022 19:42;Complet;Dev_Express;;;;
202200386;Orthodontiste;M;36-53;0;Commercial;SUV;7;Highly Rural/ Rural;05/04/2022 14:33;Complet;Dev_Premium;;;;
202200387;Vendeur-Magasinier En Fournitures Automobiles;M;36-53;0;Commercial;Pickup;8;Highly Rural/ Rural;21/01/2022 17:55;Complet;Dev_Integral;;;;
202200388;Charpentier Bois;M;36-53;0;Commercial;Van;7;Highly Urban/ Urban;03/01/2022 08:30;Complet;Dev_Integral;;;;
202200389;Sculpteur Sur Bois;F;36-53;0;Private;SUV;7;Highly Rural/ Rural;05/01/2022 09:36;Complet;Dev_Express;;;;
202200390;Hydrologue;M;36-53;2;Commercial;Minivan;5;Highly Urban/ Urban;30/03/2022 17:39;Complet;Dev_Premium;;;;
202200391;Écrivain;M;36-53;0;Private;SUV;9;Highly Urban/ Urban;20/05/2022 14:23;Complet;Dev_Integral;;;;
202200392;Agent Arboricole;F;36-53;0;Private;Minivan;1;Highly Rural/ Rural;22/01/2022 15:31;Complet;Dev_Vip;;;;
202200393;Accompagnant Éducatif Et Social Éducative Et Sociale;M;36-53;2;Private;Minivan;1;Highly Urban/ Urban;17/01/2022 02:58;Complet;Dev_Integral;;;;
202200394;Secrétaire D'Édition;F;36-53;0;Private;Sports Car;8;Highly Urban/ Urban;28/04/2022 20:05;Complet;Dev_Premium;;;;
202200395;Enseignant D'Art;M;36-53;0;Private;Sports Car;14;Highly Urban/ Urban;26/03/2022 22:33;Complet;Dev_Express;;;;
202200396;Moniteur-Éducateur;M;36-53;0;Commercial;Van;;Highly Urban/ Urban;30/05/2022 12:05;Complet;Dev_Express;;;;
202200397;Paysagiste;M;36-53;0;Private;SUV;8;Highly Urban/ Urban;14/05/2022 03:38;Complet;Dev_Express;;;;
202200398;Secrétaire;F;36-53;0;Commercial;Panel Truck;9;Highly Rural/ Rural;28/05/2022 14:51;Complet;Dev_Integral;;;;
202200399;Administrateur Territorial;M;36-53;0;Commercial;Van;14;Highly Urban/ Urban;01/03/2022 04:29;Complet;Dev_Premium;;;;
202200400;Auditeur Interne;F;54-71;0;Private;Minivan;7;Highly Urban/ Urban;02/01/2022 05:31;Complet;Dev_Integral;;;;
202200401;Sapeur-Pompier;M;54-71;0;Commercial;Minivan;8;Highly Urban/ Urban;13/03/2022 10:35;Complet;Dev_Express;;;;
202200402;Salesman;M;54-71;0;Private;Minivan;1;Highly Rural/ Rural;05/01/2022 01:49;Complet;Dev_Integral;;;;
202200403;Gardien De La Paix;M;54-71;0;Private;Minivan;14;Highly Urban/ Urban;03/05/2022 02:56;Complet;Dev_Express;;;;
202200404;Électromécanicien En Remontées Mécaniques;F;54-71;0;Private;Minivan;20;Highly Urban/ Urban;27/05/2022 05:18;Complet;Dev_Express;;;;
202200405;Ingénieur D'Application;M;54-71;0;Commercial;SUV;12;Highly Rural/ Rural;13/04/2022 11:44;Complet;Dev_Integral;;;;
202200406;Opérateur De Raffinerie;M;54-71;0;Commercial;Panel Truck;20;Highly Urban/ Urban;20/02/2022 04:37;Complet;Dev_Integral;;;;
202200407;Sellier;F;54-71;0;Private;Minivan;;Highly Urban/ Urban;18/01/2022 16:49;Complet;Dev_Express;;;;
202200408;Spécialiste Des Affaires Réglementaires En Chimie;F;54-71;0;Commercial;Pickup;9;Highly Urban/ Urban;20/01/2022 21:33;Complet;Dev_Premium;;;;
202200409;Responsable De Laboratoire De Recherche;M;54-71;0;Commercial;Pickup;16;Highly Urban/ Urban;16/05/2022 07:44;Complet;Dev_Express;;;;
202200410;Météorologiste;F;54-71;0;Private;SUV;6;Highly Urban/ Urban;14/03/2022 19:17;Complet;Dev_Express;;;;
202200411;Ethnologue;M;54-71;1;Private;Van;10;Highly Urban/ Urban;04/02/2022 19:11;Complet;Dev_Integral;;;;
202200412;Économiste De La Construction;M;54-71;0;Commercial;Minivan;9;Highly Rural/ Rural;30/03/2022 17:53;Complet;Dev_Express;;;;
202200413;Géologue;F;54-71;2;Private;Minivan;20;Highly Urban/ Urban;18/03/2022 14:59;Complet;Dev_Integral;;;;
202200414;Conseiller En Assurances;M;54-71;0;Private;SUV;1;Highly Rural/ Rural;09/03/2022 14:05;Complet;Dev_Integral;;;;
202200415;Zoologiste;F;54-71;0;Commercial;Panel Truck;15;Highly Urban/ Urban;02/03/2022 00:49;Complet;Dev_Integral;;;;
202200416;Pharmacien Dans L'Industrie;M;54-71;0;Private;Van;1;Highly Urban/ Urban;16/01/2022 22:31;Complet;Dev_Integral;;;;
202200417;Chargé De Recherche Et Développement Déchets;F;54-71;0;Private;Sports Car;12;Highly Urban/ Urban;17/03/2022 13:01;Complet;Dev_Express;;;;
202200418;Commerçant En Alimentation;M;54-71;0;Private;Sports Car;8;Highly Urban/ Urban;07/04/2022 23:39;Complet;Dev_Premium;;;;
202200419;Chargé De Production;M;54-71;0;Private;Van;6;Highly Urban/ Urban;14/05/2022 09:17;Complet;Dev_Express;;;;
202200420;Mécanicien Bateaux;F;54-71;0;Private;SUV;;Highly Urban/ Urban;27/01/2022 11:04;Complet;Dev_Premium;;;;
202200421;Expert Immobilier Immobilier;M;54-71;0;Commercial;Pickup;10;Highly Urban/ Urban;25/04/2022 02:13;Complet;Dev_Premium;;;;
202200422;Conseiller En Génétique;F;54-71;0;Private;Minivan;1;Highly Urban/ Urban;23/01/2022 01:08;Complet;Dev_Integral;;;;
202200423;Ingénieur Process Aval;F;54-71;0;Private;SUV;12;Highly Urban/ Urban;03/04/2022 21:09;Complet;Dev_Integral;;;;
202200424;Auditeur Interne;M;54-71;0;Commercial;Minivan;8;Highly Urban/ Urban;11/02/2022 09:08;Complet;Dev_Premium;;;;
202200425;Scripte;M;54-71;0;Private;Minivan;22;Highly Urban/ Urban;26/03/2022 09:04;Complet;Dev_Integral;;;;
202200426;Pédicure-Podologue;M;54-71;0;Private;SUV;15;Highly Urban/ Urban;16/05/2022 04:25;Complet;Dev_Premium;;;;
202200427;Ouvrier Agricole;F;54-71;0;Commercial;Pickup;1;Highly Urban/ Urban;13/02/2022 07:43;Complet;Dev_Premium;;;;
202200428;Chargé D'Études En Marketing;F;54-71;0;Commercial;Panel Truck;15;Highly Urban/ Urban;10/02/2022 11:43;Complet;Dev_Integral;;;;
202200429;Technicien Forestier Forestière;M;54-71;1;Commercial;Pickup;7;Highly Urban/ Urban;15/02/2022 06:50;Complet;Dev_Premium;;;;
202200430;Ingénieur Procédés En Chimie;M;54-71;0;Commercial;Panel Truck;9;Highly Urban/ Urban;30/03/2022 06:16;Complet;Dev_Integral;;;;
202200431;Installateur En Télécoms;F;54-71;0;Commercial;Minivan;1;Highly Rural/ Rural;25/05/2022 04:29;Complet;Dev_Integral;;;;
202200432;Attaché De Presse;F;54-71;0;Private;SUV;1;Highly Urban/ Urban;03/04/2022 06:07;Complet;Dev_Integral;;;;
202200433;Psychologue De L'Éducation Nationale Spécialité Éducation, Développement Et Apprentissages;F;54-71;0;Private;Minivan;1;Highly Urban/ Urban;15/03/2022 01:06;Complet;Dev_Integral;;;;
202200434;Attaché De Presse;M;54-71;0;Private;Minivan;17;Highly Urban/ Urban;19/03/2022 05:51;Complet;Dev_Express;;;;
202200435;Syndic De Copropriété;F;54-71;0;Private;Minivan;;Highly Urban/ Urban;26/03/2022 22:33;Complet;Dev_Premium;;;;
202200436;Metteur En Scène;M;54-71;0;Private;Minivan;6;Highly Urban/ Urban;22/04/2022 07:51;Complet;Dev_Express;;;;
202200437;Auxiliaire Spécialisé Vétérinaire;M;54-71;0;Private;Minivan;1;Highly Rural/ Rural;16/04/2022 11:32;Complet;Dev_Premium;;;;
202200438;Animateur De Radio Et De Télévision;F;54-71;0;Commercial;Panel Truck;8;Highly Urban/ Urban;13/03/2022 03:20;Complet;Dev_Premium;;;;
202200439;Généalogiste;F;54-71;0;Private;Sports Car;15;Highly Urban/ Urban;03/03/2022 16:50;Complet;Dev_Integral;;;;
202200440;Décolleteur;F;54-71;0;Private;SUV;;Highly Urban/ Urban;25/05/2022 05:18;Complet;Dev_Express;;;;
202200441;Chef D'Exploitation Des Remontées Mécaniques;F;54-71;0;Private;Minivan;1;Highly Rural/ Rural;06/05/2022 12:51;Complet;Dev_Integral;;;;
202200442;Chef De Projet Éolien;F;54-71;0;Commercial;Pickup;7;Highly Rural/ Rural;10/02/2022 16:53;Complet;Dev_Express;;;;
202200443;Chargé De Référencement Web;M;54-71;1;Private;Sports Car;12;Highly Rural/ Rural;27/02/2022 08:10;Complet;Dev_Integral;;;;
202200444;Trader;M;54-71;0;Private;Minivan;8;Highly Urban/ Urban;03/04/2022 10:24;Complet;Dev_Integral;;;;
202200445;Carreleur;F;54-71;2;Private;Pickup;1;Highly Urban/ Urban;16/03/2022 23:26;Complet;Dev_Integral;;;;
202200446;Ingénieur Procédés En Chimie;F;54-71;0;Private;Minivan;15;Highly Rural/ Rural;25/02/2022 19:43;Complet;Dev_Integral;;;;
202200447;Maraîcher;M;54-71;0;Private;Minivan;7;Highly Urban/ Urban;23/03/2022 15:44;Complet;Dev_Integral;;;;
202200448;Chef De Projet Éolien;M;54-71;0;Commercial;Pickup;3;Highly Rural/ Rural;17/04/2022 18:55;Complet;Dev_Integral;;;;
202200449;Sociologue;F;54-71;0;Private;Pickup;22;Highly Urban/ Urban;07/05/2022 12:19;Complet;Dev_Integral;;;;
202200450;Opérateur De Fabrication De Produits Alimentaires;M;54-71;1;Commercial;Pickup;9;Highly Urban/ Urban;17/05/2022 12:05;Complet;Dev_Express;;;;
202200451;Étalagiste;F;54-71;0;Private;SUV;12;Highly Urban/ Urban;19/04/2022 21:51;Complet;Dev_Integral;;;;
202200452;Agent Arboricole;F;54-71;0;Private;Minivan;12;Highly Urban/ Urban;25/01/2022 02:36;Complet;Dev_Premium;;;;
202200453;Agent De Sécurité;M;54-71;0;Private;SUV;16;Highly Urban/ Urban;16/03/2022 01:51;Complet;Dev_Express;;;;
202200454;Technicien Logistique;F;54-71;0;Private;Sports Car;10;Highly Urban/ Urban;06/05/2022 07:53;Complet;Dev_Express;;;;
202200455;Ingénieur En Génie Climatique;M;54-71;0;Commercial;Van;1;Highly Urban/ Urban;06/04/2022 11:25;Complet;Dev_Integral;;;;
202200456;Machiniste-Constructeur Ou Plateau;F;54-71;0;Private;SUV;14;Highly Urban/ Urban;06/05/2022 19:34;Complet;Dev_Integral;;;;
202200457;Consultant En Conduite De Changement;M;54-71;0;Commercial;SUV;13;Highly Urban/ Urban;04/05/2022 07:09;Complet;Dev_Integral;;;;
202200458;Agent De Développement Touristique;M;54-71;0;Private;SUV;9;Highly Rural/ Rural;07/03/2022 01:05;Complet;Dev_Express;;;;
202200459;Conseiller En Assurances;M;54-71;0;Private;Minivan;11;Highly Urban/ Urban;08/02/2022 03:10;Complet;Dev_Express;;;;
202200460;Glaciologue;M;54-71;0;Commercial;Minivan;10;Highly Urban/ Urban;08/04/2022 04:34;Complet;Dev_Express;;;;
202200461;Éducateur De La Protection Judiciaire De La Jeunesse (Pjj);M;54-71;0;Private;Sports Car;7;Highly Urban/ Urban;24/03/2022 21:00;Complet;Dev_Express;;;;
202200462;Orfèvre;M;54-71;0;Commercial;Van;13;Highly Urban/ Urban;01/02/2022 10:47;Complet;Dev_Integral;;;;
202200463;Contrôleur Technique Automobile;F;54-71;0;Private;Minivan;13;Highly Urban/ Urban;06/03/2022 01:34;Complet;Dev_Integral;;;;
202200464;Ingénieur En Énergie Solaire;M;54-71;0;Commercial;Panel Truck;23;Highly Urban/ Urban;16/03/2022 12:50;Complet;Dev_Express;;;;
202200465;Contrôleur Aérien Aérienne;M;54-71;0;Commercial;SUV;7;Highly Urban/ Urban;01/03/2022 05:37;Complet;Dev_Integral;;;;
202200466;Directeur De Création;M;54-71;1;Commercial;Minivan;6;Highly Urban/ Urban;08/04/2022 12:42;Complet;Dev_Integral;;;;
202200467;Directeur D'Office De Tourisme;F;54-71;0;Commercial;Panel Truck;1;Highly Urban/ Urban;01/04/2022 19:14;Complet;Dev_Express;;;;
202200468;Documentaliste;M;54-71;0;Commercial;SUV;11;Highly Urban/ Urban;12/05/2022 14:06;Complet;Dev_Express;;;;
202200469;Gardien De Police Municipale;M;54-71;0;Private;Minivan;12;Highly Urban/ Urban;06/01/2022 06:25;Complet;Dev_Express;;;;
202200470;Directeur De Création;M;54-71;0;Commercial;Sports Car;1;Highly Urban/ Urban;06/03/2022 16:17;Complet;Dev_Express;;;;
202200471;Conseiller En Économie Sociale Et Familiale;F;54-71;1;Private;SUV;10;Highly Urban/ Urban;02/02/2022 08:14;Complet;Dev_Premium;;;;
202200472;Webmestre;F;54-71;1;Private;Minivan;;Highly Urban/ Urban;20/05/2022 20:57;Complet;Dev_Express;;;;
202200473;Régisseur Général Générale Cinéma;F;54-71;0;Private;Minivan;1;Highly Urban/ Urban;27/03/2022 17:51;Complet;Dev_Integral;;;;
202200474;Ingénieur En Construction Navale;M;54-71;0;Private;Van;14;Highly Urban/ Urban;25/04/2022 17:47;Complet;Dev_Express;;;;
202200475;Salesman;M;54-71;0;Commercial;Van;10;Highly Urban/ Urban;02/04/2022 07:37;Complet;Dev_Express;;;;
202200476;Directeur De Magasin À Grande Surface;F;54-71;0;Private;Sports Car;6;Highly Urban/ Urban;09/02/2022 05:52;Complet;Dev_Integral;;;;
202200477;Botaniste;M;54-71;0;Private;Pickup;1;Highly Urban/ Urban;18/02/2022 02:05;Complet;Dev_Integral;;;;
202200478;Boucher;M;54-71;0;Private;SUV;;Highly Urban/ Urban;22/05/2022 23:11;Complet;Dev_Integral;;;;
202200479;Professeur-Documentaliste;F;54-71;0;Commercial;Minivan;1;Highly Rural/ Rural;08/04/2022 06:27;Complet;Dev_Premium;;;;
202200480;Clerc D'Huissier;M;54-71;0;Commercial;Pickup;11;Highly Urban/ Urban;10/01/2022 06:19;Complet;Dev_Integral;;;;
202200481;Serrurier Dépanneur Dépanneuse;F;54-71;0;Private;Minivan;19;Highly Urban/ Urban;22/03/2022 00:59;Complet;Dev_Integral;;;;
202200482;Ingénieur Intégration Satellite;F;54-71;0;Private;Sports Car;4;Highly Urban/ Urban;20/03/2022 06:02;Complet;Dev_Integral;;;;
202200483;Chargé De Recherche Et Développement Déchets;M;54-71;0;Commercial;SUV;7;Highly Urban/ Urban;27/02/2022 16:55;Complet;Dev_Express;;;;
202200484;Gestionnaire De Contrats D'Assurance;F;54-71;1;Private;Minivan;13;Highly Urban/ Urban;31/03/2022 06:34;Complet;Dev_Premium;;;;
202200485;Diététicien;M;54-71;0;Commercial;Pickup;17;Highly Urban/ Urban;14/03/2022 14:38;Complet;Dev_Integral;;;;
202200486;Architecte Produit Industriel;M;54-71;0;Private;Pickup;15;Highly Urban/ Urban;30/03/2022 15:14;Complet;Dev_Integral;;;;
202200487;Peintre En Bâtiment;M;54-71;0;Private;Sports Car;15;Highly Urban/ Urban;16/03/2022 05:57;Complet;Dev_Premium;;;;
202200488;Viticulteur;M;54-71;0;Commercial;SUV;5;Highly Rural/ Rural;13/01/2022 09:31;Complet;Dev_Integral;;;;
202200489;Conservateur Du Patrimoine;F;54-71;0;Private;Van;11;Highly Urban/ Urban;23/03/2022 08:12;Complet;Dev_Express;;;;
202200490;Technicien Céramiste;M;54-71;0;Commercial;Panel Truck;11;Highly Urban/ Urban;19/05/2022 17:14;Complet;Dev_Express;;;;
202200491;Économètre Statisticien;F;54-71;0;Commercial;Pickup;11;Highly Urban/ Urban;13/02/2022 15:50;Complet;Dev_Vip;;;;
202200492;Technicien Packaging;F;54-71;0;Private;SUV;16;Highly Urban/ Urban;16/01/2022 04:07;Complet;Dev_Integral;;;;
202200493;Ingénieur Du Son;M;54-71;0;Private;Pickup;7;Highly Urban/ Urban;10/03/2022 08:41;Complet;Dev_Integral;;;;
202200494;Gouvernant;F;54-71;0;Private;Minivan;22;Highly Urban/ Urban;09/04/2022 17:10;Complet;Dev_Integral;;;;
202200495;Chef De Produit Touristique;F;54-71;3;Private;Pickup;1;Highly Urban/ Urban;16/02/2022 13:50;Complet;Dev_Integral;;;;
202200496;Élagueur;F;54-71;3;Private;Minivan;12;Highly Urban/ Urban;02/01/2022 16:50;Complet;Dev_Integral;;;;
202200497;Chef De Fabrication Des Industries Graphiques;M;54-71;0;Private;Sports Car;;Highly Urban/ Urban;02/04/2022 01:41;Complet;Dev_Express;;;;
202200498;Cordonnier;F;54-71;0;Private;Minivan;1;Highly Urban/ Urban;23/02/2022 04:42;Complet;Dev_Integral;;;;
202200499;Conducteur De Machines À Papier;M;54-71;0;Commercial;Sports Car;8;Highly Urban/ Urban;17/05/2022 10:24;Complet;Dev_Integral;;;;
202200500;Décolleteur;F;54-71;0;Commercial;Pickup;12;Highly Urban/ Urban;27/03/2022 09:03;Complet;Dev_Integral;;;;
202200501;Chargé D'Études Naturalistes;F;54-71;0;Private;Minivan;10;Highly Urban/ Urban;30/04/2022 23:07;Complet;Dev_Integral;;;;
202200502;Directeur De Golf;M;54-71;0;Commercial;SUV;8;Highly Urban/ Urban;08/01/2022 09:26;Complet;Dev_Express;;;;
202200503;Conseiller Espace Info-Énergie;M;54-71;0;Private;SUV;17;Highly Urban/ Urban;13/03/2022 23:40;Complet;Dev_Express;;;;
202200504;Assistant De Service Social;M;54-71;0;Private;Minivan;15;Highly Urban/ Urban;27/01/2022 16:51;Complet;Dev_Integral;;;;
202200505;Ingénieur De Recherche Clinique Et Épidémiologique;F;54-71;0;Private;SUV;8;Highly Urban/ Urban;21/03/2022 04:50;Complet;Dev_Integral;;;;
202200506;Ingénieur En Production Et Expérimentations Végétales;F;54-71;2;Private;Sports Car;4;Highly Urban/ Urban;04/04/2022 10:25;Complet;Dev_Express;;;;
202200507;Responsable E-Crm;F;54-71;0;Commercial;Van;8;Highly Urban/ Urban;15/01/2022 03:03;Complet;Dev_Premium;;;;
202200508;Soigneur D'Animaux;M;54-71;0;Private;Minivan;16;Highly Rural/ Rural;06/01/2022 06:03;Complet;Dev_Premium;;;;
202200509;Technicien Électronicien Électronicienne;F;54-71;0;Commercial;Pickup;;Highly Urban/ Urban;18/03/2022 04:48;Complet;Dev_Express;;;;
202200510;Régisseur De Spectacles;F;54-71;0;Private;Pickup;1;Highly Urban/ Urban;29/03/2022 15:07;Complet;Dev_Express;;;;
202200511;Infirmier Humanitaire;F;54-71;0;Private;SUV;10;Highly Urban/ Urban;06/03/2022 05:04;Complet;Dev_Integral;;;;
202200512;Infirmier Humanitaire;M;54-71;0;Commercial;Pickup;1;Highly Urban/ Urban;23/03/2022 12:55;Complet;Dev_Integral;;;;
202200513;Auditeur Externe;F;54-71;0;Private;SUV;12;Highly Urban/ Urban;23/04/2022 08:07;Complet;Dev_Integral;;;;
202200514;Chargé De Valorisation De La Recherche;M;54-71;0;Commercial;Pickup;7;Highly Urban/ Urban;10/02/2022 20:57;Complet;Dev_Premium;;;;
202200515;Mixeur Son;M;54-71;0;Private;Minivan;1;Highly Urban/ Urban;18/05/2022 15:04;Complet;Dev_Express;;;;
202200516;Journaliste;F;54-71;0;Commercial;SUV;1;Highly Urban/ Urban;13/04/2022 16:21;Complet;Dev_Express;;;;
202200517;Projectionniste;F;54-71;0;Commercial;Van;8;Highly Urban/ Urban;13/02/2022 15:16;Complet;Dev_Integral;;;;
202200518;Consultant Saas;M;54-71;0;Private;SUV;8;Highly Urban/ Urban;06/01/2022 07:34;Complet;Dev_Express;;;;
202200519;Préparateur En Pharmacie;F;54-71;0;Private;SUV;17;Highly Urban/ Urban;30/05/2022 14:54;Complet;Dev_Integral;;;;
202200520;Sapeur-Pompier;F;54-71;0;Private;Minivan;16;Highly Urban/ Urban;20/05/2022 22:56;Complet;Dev_Integral;;;;
202200521;Inspecteur Des Douanes, Des Finances Publiques Ou Du Travail;M;54-71;0;Private;Minivan;17;Highly Urban/ Urban;11/02/2022 03:05;Complet;Dev_Integral;;;;
202200522;Horticulteur;M;54-71;0;Commercial;Minivan;10;Highly Urban/ Urban;13/01/2022 05:16;Complet;Dev_Express;;;;
202200523;Maraîcher;F;54-71;0;Private;Van;12;Highly Urban/ Urban;30/01/2022 10:23;Complet;Dev_Express;;;;
202200524;Chargé D'Affaires En Génie Mécanique;F;54-71;0;Commercial;Panel Truck;13;Highly Urban/ Urban;13/01/2022 13:58;Complet;Dev_Integral;;;;
202200525;Ingénieur Technico-Commercial Technico-Commerciale En Électronique;M;54-71;1;Commercial;Panel Truck;12;Highly Urban/ Urban;09/02/2022 03:38;Complet;Dev_Express;;;;
202200526;Ingénieur Environnement;M;54-71;0;Private;Van;4;Highly Urban/ Urban;02/03/2022 11:38;Complet;Dev_Express;;;;
202200527;Médecin Humanitaire;M;54-71;3;Private;SUV;11;Highly Urban/ Urban;13/05/2022 07:42;Complet;Dev_Premium;;;;
202200528;Cordonnier;F;54-71;0;Private;Sports Car;1;Highly Urban/ Urban;05/03/2022 22:31;Complet;Dev_Integral;;;;
202200529;Responsable De Plate-Forme Biotechnologique;M;54-71;0;Commercial;Pickup;19;Highly Urban/ Urban;14/05/2022 21:13;Complet;Dev_Integral;;;;
202200530;Convoyeur De Fonds;F;54-71;0;Commercial;Panel Truck;;Highly Rural/ Rural;24/02/2022 16:14;Complet;Dev_Integral;;;;
202200531;Géologue;M;54-71;0;Private;SUV;16;Highly Urban/ Urban;19/01/2022 08:22;Complet;Dev_Integral;;;;
202200532;Animateur De Bassin Versant;M;54-71;0;Commercial;Pickup;16;Highly Urban/ Urban;04/01/2022 08:53;Complet;Dev_Express;;;;
202200533;Avocat;M;54-71;0;Private;Minivan;14;Highly Urban/ Urban;03/05/2022 13:03;Complet;Dev_Express;;;;
202200534;Chirurgien;M;54-71;0;Commercial;Panel Truck;12;Highly Urban/ Urban;26/05/2022 12:01;Complet;Dev_Express;;;;
202200535;Architecte Des Systèmes D'Information;F;54-71;0;Private;Minivan;20;Highly Urban/ Urban;30/04/2022 07:11;Complet;Dev_Express;;;;
202200536;Militaire Technicien De L'Air (Mta);F;54-71;0;Commercial;Van;17;Highly Urban/ Urban;22/04/2022 21:23;Complet;Dev_Express;;;;
202200537;Urbaniste;M;54-71;0;Commercial;Pickup;4;Highly Urban/ Urban;22/02/2022 09:35;Complet;Dev_Integral;;;;
202200538;Guide-Conférencier;M;54-71;0;Private;SUV;18;Highly Urban/ Urban;24/01/2022 10:55;Complet;Dev_Integral;;;;
202200539;Consultant Informatique;F;54-71;0;Commercial;Pickup;7;Highly Rural/ Rural;02/02/2022 05:11;Complet;Dev_Integral;;;;
202200540;Ingénieur Logiciel;M;54-71;0;Private;Pickup;8;Highly Rural/ Rural;05/02/2022 23:52;Complet;Dev_Express;;;;
202200541;Mécanicien Bateaux;M;54-71;2;Private;Minivan;9;Highly Urban/ Urban;01/05/2022 13:54;Complet;Dev_Integral;;;;
202200542;Officier De Police;F;54-71;0;Commercial;SUV;9;Highly Urban/ Urban;29/05/2022 18:16;Complet;Dev_Integral;;;;
202200543;Bactériologiste;M;54-71;1;Private;Sports Car;1;Highly Urban/ Urban;14/01/2022 11:52;Complet;Dev_Integral;;;;
202200544;Urbaniste;M;54-71;1;Commercial;Minivan;1;Highly Urban/ Urban;17/02/2022 04:34;Complet;Dev_Express;;;;
202200545;Secrétaire Administratif;M;54-71;0;Commercial;Minivan;10;Highly Urban/ Urban;14/03/2022 18:09;Complet;Dev_Express;;;;
202200546;Géologue Modélisateur;F;54-71;0;Commercial;Van;1;Highly Urban/ Urban;22/05/2022 10:59;Complet;Dev_Premium;;;;
202200547;Technicien De Forge;F;54-71;0;Private;Minivan;9;Highly Rural/ Rural;08/03/2022 10:38;Complet;Dev_Integral;;;;
202200548;Responsable Du Back Office;M;54-71;0;Private;Van;12;Highly Urban/ Urban;17/01/2022 12:09;Complet;Dev_Premium;;;;
202200549;Assistant De Gestion En Pme;M;54-71;0;Private;Minivan;1;Highly Urban/ Urban;14/04/2022 03:03;Complet;Dev_Integral;;;;
202200550;Web-Ergonome;F;54-71;3;Commercial;Minivan;1;Highly Urban/ Urban;04/01/2022 12:36;Complet;Dev_Integral;;;;
202200551;Conseiller En Insertion Sociale Et Professionnelle;F;54-71;0;Private;SUV;6;Highly Urban/ Urban;30/05/2022 20:12;Complet;Dev_Express;;;;
202200552;Hydraulicien;F;54-71;0;Private;Sports Car;13;Highly Urban/ Urban;25/02/2022 11:43;Complet;Dev_Express;;;;
202200553;Déclarant En Douane;F;54-71;0;Private;Minivan;11;Highly Urban/ Urban;19/04/2022 19:04;Complet;Dev_Integral;;;;
202200554;Assistant De Service Social;M;54-71;0;Private;Minivan;13;Highly Urban/ Urban;20/04/2022 04:58;Complet;Dev_Express;;;;
202200555;Conseiller En Insertion Sociale Et Professionnelle;M;54-71;0;Private;SUV;1;Highly Urban/ Urban;24/05/2022 17:45;Complet;Dev_Express;;;;
202200556;Animateur D'Activités Physiques Et Sportives Pour Tous;M;54-71;0;Private;Minivan;11;Highly Urban/ Urban;17/02/2022 21:50;Complet;Dev_Express;;;;
202200557;Surveillant De Centre Pénitentiaire;M;54-71;0;Private;SUV;13;Highly Rural/ Rural;09/02/2022 09:54;Complet;Dev_Integral;;;;
202200558;Brodeur;F;54-71;2;Private;Pickup;7;Highly Urban/ Urban;02/01/2022 23:14;Complet;Dev_Integral;;;;
202200559;Architecte;F;54-71;0;Private;Pickup;12;Highly Urban/ Urban;16/04/2022 07:28;Complet;Dev_Integral;;;;
202200560;Ingénieur Chimiste En Développement Analytique;F;54-71;0;Commercial;Pickup;6;Highly Urban/ Urban;20/04/2022 01:02;Complet;Dev_Express;;;;
202200561;Concepteur-Rédacteur;M;54-71;1;Private;Sports Car;1;Highly Urban/ Urban;04/05/2022 10:23;Complet;Dev_Integral;;;;
202200562;Ingénieur Technico-Commercial Technico-Commerciale En Informatique;M;54-71;0;Private;SUV;9;Highly Rural/ Rural;12/03/2022 07:57;Complet;Dev_Premium;;;;
202200563;Électromécanicien;M;54-71;0;Private;Sports Car;1;Highly Urban/ Urban;30/04/2022 22:44;Complet;Dev_Premium;;;;
202200564;Animateur De Radio Et De Télévision;F;54-71;0;Private;SUV;1;Highly Urban/ Urban;07/05/2022 22:16;Complet;Dev_Express;;;;
